address,price,details
"2589 Craftsman Dr, Oshawa, ON L1L 0M3","C$999,000",4 bds3 ba- House for sale
"448 Wilson Rd N, Oshawa, ON L1G 6E7","C$699,000",3 bds2 ba- House for sale
"762 Greenbriar Dr, Oshawa, ON L1G 7J6","C$688,000",4 bds3 ba- House for sale
"1473 Connery Cres, Oshawa, ON L1J 8E6","C$549,900",3 bds4 ba- House for sale
"1172 Stire St, Oshawa, ON L1K 0G4","C$1,049,000",5 bds4 ba- House for sale
"155 Glovers Rd #110, Oshawa, ON L1G 7A4","C$499,900",3 bds2 ba- Townhouse for sale
"395 Maplewood Dr, Oshawa, ON L1G 5R7","C$559,900",3 bds2 ba- House for sale
"381 Mary St N, Oshawa, ON L1G 5C9","C$789,000",4 bds4 ba- House for sale
"1055 Central Park Blvd #2, Oshawa, ON L1G 7M4","C$489,900",4 bds2 ba- Condo for sale
"1198 Valley Dr, Oshawa, ON L1J 3M7","C$597,900",3 bds2 ba- House for sale
"2333 Hackett Pl, Oshawa, ON L1L 0A2","C$1,099,000",4 bds4 ba- House for sale
"2500 Hill Rise Ct UNIT 16, Oshawa, ON L1L 0J5","C$635,000",2 bds2 ba- Townhouse for sale
"1347 Cedar St, Oshawa, ON L1J 3S4","C$549,000",2 bds2 ba- House for sale
"173 Ritson Rd S, Oshawa, ON L1H 5H4","C$599,900",4 bds2 ba- House for sale
"700 Harmony Rd N UNIT 41, Oshawa, ON L1K 1S2","C$545,000",2 bds2 ba- Townhouse for sale
"774 Shelley Ave, Oshawa, ON L1H 3J6","C$849,900",3 bds2 ba- House for sale
"51 Britannia Ave E, Oshawa, ON L1L 0C1","C$999,000",4 bds5 ba- House for sale
"2284 Winlord Pl, Oshawa, ON L1L 0B8","C$750,000",3 bds4 ba- House for sale
"647 Grandview Dr, Oshawa, ON L1H 7V9","C$649,900",3 bds2 ba- House for sale
"793 Myers St, Oshawa, ON L1H 5M9","C$850,000",3 bds2 ba- House for sale
"267 Fleetwood Dr, Oshawa, ON L1K 1B9","C$1,300,000",4 bds3 ba- House for sale
"986 Langford St, Oshawa, ON L1K 2W1","C$909,900",4 bds3 ba- House for sale
"2500 Hill Rise Ct #104, Oshawa, ON L1L 0M6","C$589,900",2 bds3 ba- Condo for sale
"1896 Cheesewright Ct, Oshawa, ON L1K 0W9","C$1,414,900",4 bds4 ba- House for sale
"405 Bovin Ave, Oshawa, ON L1L 0C6","C$1,185,000","5 bds3 ba2,890 sqft- House for sale"
"1338 Harlstone Cres, Oshawa, ON L1K 0N5","C$918,888",3 bds3 ba- House for sale
"585 Bon Echo Dr, Oshawa, ON L1J 6A3","C$549,900",3 bds3 ba- House for sale
"1700 Douglas Langtree Dr, Oshawa, ON L1K 0X3","C$999,900",4 bds4 ba- House for sale
"1900 Simcoe St N #719, Oshawa, ON L1G 0C1","C$239,000",Studio1 ba- Condo for sale
"422 Grange Ct, Oshawa, ON L1G 7J1","C$749,000",3 bds3 ba- House for sale
"2589 Bromus Path, Oshawa, ON L1L 0K7","C$725,000",4 bds3 ba- Townhouse for sale
"40 Foal Path, Oshawa, ON L1L 0L2","C$649,000",3 bds3 ba- Condo for sale
"Division St #208, Oshawa, ON L1G 5L7","C$1,899,900",9 bds8 ba- House for sale
"1171 Attersley Dr, Oshawa, ON L1K 1X9","C$689,900",3 bds2 ba- House for sale
"2500 Hill Rise Ct #62, Oshawa, ON L1L 0M6","C$575,000",3 bds3 ba- Condo for sale
"274 Central Park Blvd S, Oshawa, ON L1H 5X1","C$650,000",3 bds2 ba- House for sale
"2402 Chevron Prince Path, Oshawa, ON L1L 0L1","C$719,000",3 bds3 ba- Townhouse for sale
"374 Poplar St, Oshawa, ON L1H 6P8","C$1,800,000",9 bds7 ba- House for sale
"93 Brock St W, Oshawa, ON L1G 1R7","C$659,000",3 bds3 ba- House for sale
"2687 Deputy Minister Path #43, Oshawa, ON L1L 0M7","C$699,900",4 bds3 ba- Townhouse for sale
"429 Fleetwood Dr, Oshawa, ON L1K 1C2","C$675,000",3 bds2 ba- House for sale
"2500 Hill Rise Ct #95, Oshawa, ON L1L 0M6","C$635,000",3 bds3 ba- Condo for sale
"2468 New Providence St, Oshawa, ON L1L 0G2","C$1,389,000",6 bds4 ba- House for sale
"16 Nearco Cres, Oshawa, ON L1L 0J4","C$649,998",2 bds2 ba- Townhouse for sale
"569 Blythwood Sq, Oshawa, ON L1K 2R7","C$935,000",4 bds4 ba- House for sale
"621 Pondtail Ct, Oshawa, ON L1K 2C7","C$699,900",4 bds4 ba- House for sale
"218 Glenwood Cres, Oshawa, ON L1G 3B1","C$899,000",3 bds2 ba- House for sale
"1151 Conlin Rd E, Oshawa, ON L1K 0Y8","C$1,500,000",4 bds2 ba- House for sale
"1800 Simcoe St N #305, Oshawa, ON L1G 0C2","C$229,000",Studio1 ba- Condo for sale
"187 Columbus Rd W, Oshawa, ON L1H 7K4","C$1,590,000",4 bds4 ba- House for sale
"663 Emerson Ct, Oshawa, ON L1H 3L1","C$699,000",4 bds2 ba- House for sale
"332 Preston Dr, Oshawa, ON L1J 6Y7","C$799,999",3 bds4 ba- House for sale
"454 Centre St S #114, Oshawa, ON L1H 4C2","C$400,000",4 bds2 ba- Townhouse for sale
"514 Ritson Rd S, Oshawa, ON L1H 5K4","C$795,000",4 bds3 ba- House for sale
"43 Elgin St E, Oshawa, ON L1G 1S9","C$719,900",5 bds3 ba- House for sale
"142 Britannia Ave E, Oshawa, ON L1L 0E8","C$999,900",4 bds3 ba- House for sale
"955 Downing Ct, Oshawa, ON L1G 7P9","C$749,900",3 bds3 ba- House for sale
"955 Renaissance Dr, Oshawa, ON L1J 8E9","C$790,000",3 bds3 ba- House for sale
"1352 Minden St, Oshawa, ON L1J 3R4","C$699,900",5 bds3 ba- House for sale
"269 Pimlico Dr, Oshawa, ON L1L 0L3","C$899,000",4 bds4 ba- House for sale
"344 Ryerson Cres, Oshawa, ON L1G 8B6","C$998,000",7 bds4 ba- House for sale
"1433 Birchcliffe Ct, Oshawa, ON L1J 7Z8","C$599,990",2 bds2 ba- House for sale
"715 Grandview St #67, Oshawa, ON L1K 0N2","C$699,900",3 bds3 ba- Townhouse for sale
"Total Towns, Oshawa, ON L1H 7K5","C$750,000",Studio-- ba- House for sale
"507 Windfields Farm Dr W, Oshawa, ON L1L 0L7","C$899,000",4 bds3 ba- House for sale
"1627 Rockaway St, Oshawa, ON L1K 0L9","C$1,049,000",4 bds4 ba- House for sale
"302 French St, Oshawa, ON L1G 5N5","C$459,900",2 bds1 ba- House for sale
"501 Fairleigh Ave, Oshawa, ON L1J 2W7","C$699,000",5 bds2 ba- House for sale
"2408 Dress Circle Cres, Oshawa, ON L1L 0L9","C$998,000",4 bds4 ba- House for sale
"2121/2 Northminster Ct, Oshawa, ON L1G 7M6","C$549,900",3 bds2 ba- House for sale
"2352 Hill Rise St, Oshawa, ON L1L 0G8","C$729,000",3 bds4 ba- Townhouse for sale
"1157 Ashcroft Ct, Oshawa, ON L1K 2N9","C$999,000",4 bds3 ba- House for sale
"26 Fairbanks St, Oshawa, ON L1H 2L8","C$270,000",3 bds3 ba- House for sale
"24 Fairbanks St, Oshawa, ON L1H 2L8","C$970,000",8 bds3 ba- House for sale
"291 Olive Ave, Oshawa, ON L1H 2P1","C$1,100,000",5 bds3 ba- House for sale
"385 Arctic Red Dr #411, Oshawa, ON L1L 0H8","C$552,990",1 bd1 ba- Condo for sale
"385 Arctic Red Dr #322, Oshawa, ON L1L 0H8","C$745,990",2 bds2 ba- Condo for sale
"385 Arctic Red Dr #103, Oshawa, ON L1L 0H8","C$690,990",2 bds2 ba- Condo for sale
"1066 Schooling Dr, Oshawa, ON L1K 0N9","C$649,900","4 bds4 ba2,380 sqft- House for sale"
"2366 Chevron Prince Path, Oshawa, ON L1L 0K9","C$499,999",3 bds1 ba- House for sale
"2105 Stornoway St, Oshawa, ON L1L 1C3","C$769,000","3 bds4 ba1,146 sqft- House for sale"
"1644 Woodgate Trl, Oshawa, ON L1G 8B5","C$569,000",3 bds3 ba- Townhouse for sale
"1668 Spencely Dr, Oshawa, ON L1K 0B2","C$569,900",3 bds3 ba- House for sale
"1107 Schooling Dr, Oshawa, ON L1K 0S3","C$600,000",4 bds3 ba- House for sale
"82 Montrave Ave, Oshawa, ON L1J 4R7","C$738,888",1 bd1 ba- House for sale
"129 Sharavogue Ave, Oshawa, ON L1L 0G4","C$699,000",4 bds4 ba- House for sale
"1740 Simcoe St N, Oshawa, ON L1G 4S2","C$475,000",3 bds3 ba- Condo for sale
"1459 Bridgeport St, Oshawa, ON L1K 2P5","C$699,900",3 bds3 ba- House for sale
"1290 Liveoak St, Oshawa, ON L1K 2S9","C$950,000",4 bds4 ba- House for sale
"1903 Dalhousie Cres, Oshawa, ON L1G 8C4","C$749,900",6 bds4 ba- House for sale
"49 Icy Note Path, Oshawa, ON L1L 0L1","C$568,000",3 bds3 ba- Townhouse for sale
"384 Arctic Red Dr #25, Oshawa, ON L1L 0M5","C$699,000",4 bds3 ba- Townhouse for sale
"1788 Autumn Cres, Pickering, ON L1V 6W7","C$1,190,900",4 bds4 ba- House for sale
"2411 Tangreen Trl, Pickering, ON L1X 0G6","C$1,499,000",5 bds4 ba- House for sale
"1998 Liverpool Rd, Pickering, ON L1V 1W5","C$2,499,900",-- sqft lot- Lot / Land for sale
"Mahogany Ct, Pickering, ON L1X 0A2","C$749,900",3 bds3 ba- Condo for sale
"Nature Haven Cres, Pickering, ON L1X 0A5","C$899,900",4 bds4 ba- Condo for sale
"1705 Greenvale Cres, Pickering, ON L1V 4X8","C$1,050,000",4 bds4 ba- House for sale
"808 Zator Ave, Pickering, ON L1W 1X9","C$749,000",3 bds2 ba- House for sale
"462 Oakwood Dr, Pickering, ON L1W 2M7","C$1,699,900",4 bds4 ba- House for sale
"1806 Rex Heath Dr, Pickering, ON L1X 0E6","C$649,900",2 bds3 ba- Condo for sale
"1410 Crossing Ct, Pickering, ON L1X 2T1","C$1,199,000",4 bds3 ba- House for sale
"1460 Whites Rd #410, Pickering, ON L1V 0E8","C$685,000",2 bds3 ba- Townhouse for sale
"1331 Glenanna Rd #29, Pickering, ON L1V 2Y4","C$529,900",3 bds1 ba- Townhouse for sale
"1700 Conacher Cres, Pickering, ON L1X 2T4","C$999,000",2 bds3 ba- House for sale
"632 Eramosa Cres, Pickering, ON L1V 5N1","C$929,000",3 bds3 ba- House for sale
"1064 Foxtail Cres, Pickering, ON L1X 0E7","C$1,198,800",4 bds4 ba- House for sale
"2613 Garrison Cros, Pickering, ON L1X 0E5","C$595,000",2 bds2 ba- Condo for sale
"2381 Strathmore Cres, Pickering, ON L1X 2H8","C$1,029,000",4 bds4 ba- House for sale
"1504 Shepway Mews, Pickering, ON L1X 0C7","C$749,000",3 bds3 ba- Townhouse for sale
"625 Atwood Cres, Pickering, ON L1W 3W6","C$849,900",3 bds3 ba- House for sale
"1315 Gull Cros, Pickering, ON L1W 1E8","C$999,000",3 bds4 ba- Townhouse for sale
"604 W Shore Blvd, Pickering, ON L1W 2T8","C$1,199,000",2 bds4 ba- House for sale
"1880 Valley Farm Rd #731, Pickering, ON L1V 6B3","C$689,000",2 bds2 ba- Condo for sale
"865 Naroch Blvd, Pickering, ON L1W 1T1","C$829,000",3 bds2 ba- House for sale
"2613 Garrison Cros #226, Pickering, ON L1X 0E5","C$595,000",2 bds2 ba- Townhouse for sale
"1555 Kingston Rd #216, Pickering, ON L1V 0E9","C$675,000",2 bds3 ba- Condo for sale
"1567 Winville Rd, Pickering, ON L1X 0C6","C$1,199,999",4 bds4 ba- House for sale
"Northampton Plan, Seaton Whitevale","C$739,990+","3 bds3 ba2,003 sqft- New construction"
"1964 Wildflower Dr, Pickering, ON L1V 7B1","C$1,199,900",4 bds4 ba- House for sale
"1574 Dusty Dr, Pickering, ON L1X 0C9","C$799,900",3 bds3 ba- House for sale
"2469 Hibiscus Dr, Pickering, ON L1X 0G9","C$899,900",4 bds3 ba- Townhouse for sale
"Lupin Corner Plan, Seaton Whitevale","C$764,990+","3 bds3 ba1,930 sqft- New construction"
"2099 Brock Rd, Pickering, ON L1X 0E1","C$825,000",3 bds4 ba- Townhouse for sale
"321 Sparrow Cir, Pickering, ON L1V 6Y3","C$689,999",3 bds2 ba- Townhouse for sale
"Denmar Plan, Seaton Whitevale","C$719,990+","3 bds3 ba1,792 sqft- New construction"
"1277 Ilona Park Rd, Pickering, ON L1W 1E5","C$849,900",3 bds2 ba- House for sale
"1571 Jaywin Cir, Pickering, ON L1V 2W3","C$899,900",3 bds3 ba- House for sale
"1881 Hensall Ct, Pickering, ON L1V 3G1","C$799,000",3 bds3 ba- House for sale
"1711 Pure Springs Blvd #216, Pickering, ON L1X 0E3","C$699,000",2 bds3 ba- Condo for sale
"2633 Garrison Cros #304, Pickering, ON L1X 0E4","C$649,888",2 bds2 ba- Townhouse for sale
"1572 Brandy Ct, Pickering, ON L1X 0C8","C$899,000",4 bds4 ba- House for sale
"1148 Dragonfly Ave #301, Pickering, ON L1X 0H5","C$675,000",3 bds3 ba- Condo for sale
"1500 Eagleview Dr, Pickering, ON L1V 5H1","C$975,000",3 bds3 ba- House for sale
"2093 Blue Ridge Cres, Pickering, ON L1X 2N3","C$750,000",4 bds3 ba- House for sale
"2431 Nantucket Chas, Pickering, ON L1X 0E4","C$589,900",3 bds3 ba- Condo for sale
"2504 Boston Gln #210, Pickering, ON L1X 0E5","C$599,900",2 bds3 ba- Townhouse for sale
"Highway 7 Rd #PICKERINGC, Pickering, ON L1V","C$499,000",-- sqft lot- Lot / Land for sale
"Brookside Plan, Seaton Whitevale","C$709,990+","3 bds3 ba1,712 sqft- New construction"
"1814 Rex Heath Dr, Pickering, ON L1X 0E4","C$599,000",3 bds3 ba- Condo for sale
"1995 Royal Rd #127, Pickering, ON L1V 6V9","C$749,800",3 bds3 ba- Condo for sale
"290 Stover Cres, Pickering, ON L1V 6R1","C$1,390,000",4 bds3 ba- House for sale
"1447 Old Forest Rd, Pickering, ON L1V 1N8","C$898,000",-- sqft lot- Lot / Land for sale
"925 Bayly St #TOWNHOUSE, Pickering, ON L1W 1L4","C$549,000",3 bds2 ba- Condo for sale
"1061 Orenda St, Pickering, ON L1X 0G5","C$1,599,999",5 bds4 ba- House for sale
"141 Sandcherry Ct, Pickering, ON L1V 6S8","C$1,999,900",5 bds6 ba- House for sale
"Manning Corner Plan, Seaton Whitevale","C$704,990+","3 bds3 ba1,581 sqft- New construction"
"Ashburn Plan, Seaton Whitevale","C$629,990+","2 bds3 ba1,135 sqft- New construction"
"1326 Broadview St, Pickering, ON L1W 1B9","C$799,900",2 bds1 ba- House for sale
"2633 Garrison Cros, Pickering, ON L1X 0E4","C$649,888",2 bds2 ba- Condo for sale
"Parkwood End Plan, Seaton Whitevale","C$764,990+","3 bds3 ba2,048 sqft- New construction"
"1494 Old Forest Rd, Pickering, ON L1V 1P1","C$1,849,999","3 bds6 ba5,000 sqft- House for sale"
"738 Balaton Ave, Pickering, ON L1W 1W5","C$999,999",3 bds4 ba- House for sale
"1439 Old Forest Rd, Pickering, ON L1V 1N8","C$2,499,000",4 bds7 ba- House for sale
"2175 Saffron Dr, Pickering, ON L1X 0E1","C$1,099,000",4 bds5 ba- House for sale
"1844 Woodview Ave, Pickering, ON L1V 1L4","C$1,188,000",4 bds5 ba- House for sale
"609 Strouds Ln, Pickering, ON L1V 5M5","C$1,100,000",5 bds4 ba- House for sale
"1041 Reflection Pl, Pickering, ON L1X 0E8","C$729,000",2 bds3 ba- Townhouse for sale
"1867 Kingston Rd #28, Pickering, ON L1V 6Z4","C$689,000",3 bds2 ba- Condo for sale
"1284 A Commerce St, Pickering, ON L1W 1C8","C$1,880,000",4 bds4 ba- House for sale
"1890 Liatris Dr, Pickering, ON L1X 0A4","C$850,000",3 bds3 ba- Townhouse for sale
"1340 Foxglove Ave, Pickering, ON L1W 1E9","C$799,000",3 bds1 ba- House for sale
"1423 Rosebank Rd, Pickering, ON L1V 1P3","C$1,370,800",3 bds2 ba- House for sale
"180 White Pine Cres, Pickering, ON L1V 6S5","C$1,075,000",4 bds4 ba- House for sale
"1735 Lane St, Pickering, ON L1Y 1B6","C$899,000",2 bds2 ba- House for sale
"1217 Monica Cook Pl, Pickering, ON L1W 4A4","C$998,000",4 bds4 ba- House for sale
"2538 Tillings Rd, Pickering, ON L1V 2P8","C$1,499,000",3 bds1 ba- House for sale
"523 Oakwood Dr, Pickering, ON L1W 2M8","C$1,898,000",2 bds1 ba- House for sale
"Elmer Plan, Seaton Whitevale","C$659,990+","3 bds2 ba1,432 sqft- New construction"
"3850 Kinsale Rd, Pickering, ON L1Y 1E2","C$2,350,000",4 bds4 ba- House for sale
"1645 Heathside Cres, Pickering, ON L1V 5W6","C$1,298,000",5 bds3 ba- House for sale
"1054 Dunbarton Rd, Pickering, ON L1V 1G8","C$1,829,000",4 bds4 ba- House for sale
"Nutowns, Pickering, ON L1V 2P8","C$700,000",Studio-- ba- House for sale
"1472 Old Forest Rd, Pickering, ON L1V 1N9","C$1,799,000",4 bds3 ba- House for sale
"692 Hillview Cres, Pickering, ON L1W 2R7","C$1,299,000",-- sqft lot- Lot / Land for sale
"1215 Bayly St #1107, Pickering, ON L1W 0B4","C$675,000",2 bds2 ba- Condo for sale
"710 Rosebank Rd, Pickering, ON L1W 4B2","C$1,200,000",-- sqft lot- Lot / Land for sale
"1021 Cameo St, Pickering, ON L1X 0G3","C$739,000","Studio-- ba1,455 sqft- House for sale"
"0 Brock Rd, Pickering, ON L1V 4G2","C$1,058,000",-- sqft lot- Lot / Land for sale
"0 Altona Rd #1312, Pickering, ON L1V 1M3","C$2,850,888",6 bds6 ba- House for sale
"1109 Maple Gate Rd, Pickering, ON L1X 1B7","C$899,999","4 bds4 ba2,800 sqft- House for sale"
"1867 Spruce Hill Rd, Pickering, ON L1V 1S6","C$900,000",-- sqft lot- Lot / Land for sale
"2099 Brock Rd, Pickering, ON L1X 0E1","C$799,999",3 bds4 ba- Townhouse for sale
"2308 Kirkhill Pl, Oakville, ON L6M 5G9","C$1,199,900","3 bds4 ba1,875 sqft- House for sale"
"39 Holyrood Ave, Oakville, ON L6K 2V4","C$2,480,000",3 bds4 ba- House for sale
"2967 Garnethill Way, Oakville, ON L6M 5E9","C$799,999",3 bds4 ba- Townhouse for sale
"492 Maple Grove Dr, Oakville, ON L6J 4W2","C$1,650,000",3 bds2 ba- House for sale
"2200 Brays Ln, Oakville, ON L6M 3J7","C$1,999,000",5 bds4 ba- House for sale
"219 Alison Cres, Oakville, ON L6L 0C7","C$1,799,000","3 bds3 ba3,078 sqft- House for sale"
"1359 White Oaks Blvd #210, Oakville, ON L6H 2R8","C$629,000",3 bds2 ba- Condo for sale
"1450 Bayshire Dr, Oakville, ON L6H 6E7","C$1,798,000",4 bds5 ba- House for sale
"2283 Whitecliffe Way, Oakville, ON L6M 4W3","C$1,657,500","4 bds5 ba4,007 sqft- House for sale"
"43 Hays Blvd #16, Oakville, ON L6H 0J1","C$619,900",2 bds2 ba- Condo for sale
"359 N Park Blvd, Oakville, ON L6M 1P7","C$1,699,000",5 bds5 ba- House for sale
"121 Ripley Ct #8, Oakville, ON L6H 1H2","C$799,000",3 bds2 ba- Townhouse for sale
"3353 Liptay Ave #25, Oakville, ON L6M 0M6","C$1,299,900",5 bds5 ba- Townhouse for sale
"133 Spring Azure Cres, Oakville, ON L6L 6V8","C$1,988,000","4 bds4 ba3,400 sqft- House for sale"
"184 Beaveridge Ave, Oakville, ON L6H 0M7","C$999,900","3 bds3 ba1,800 sqft- Townhouse for sale"
"120 Bronte Rd #6, Oakville, ON L6L 3C1","C$2,188,888","3 bds5 ba3,247 sqft- Townhouse for sale"
"3414 Burnhamthorpe Rd W, Oakville, ON L6M 4H3","C$4,760,000","5 bds6 ba7,227 sqft- House for sale"
"2470 Woburn Cres, Oakville, ON L6L 5E9","C$1,699,000","3 bds3 ba2,112 sqft- House for sale"
"1176 Old Post Dr, Oakville, ON L6M 1A6","C$1,682,000","4 bds3 ba2,456 sqft- House for sale"
"174 Sixteen Mile Dr, Oakville, ON L6M 0T7","C$1,264,900",4 bds4 ba- Townhouse for sale
"28 Highland Rd, Oakville, ON L6K 1S7","C$3,199,000","4 bds5 ba5,854 sqft- House for sale"
"571 Golfview Ct, Oakville, ON L6M 4W6","C$2,099,900",4 bds5 ba- House for sale
"1240 Westview Ter #64, Oakville, ON L6M 3M4","C$749,900","3 bds3 ba2,259 sqft- Townhouse for sale"
"203 Huguenot Rd, Oakville, ON L6H 0L6","C$979,900",3 bds4 ba- Townhouse for sale
"1273 Heritage Way, Oakville, ON L6M 3E1","C$1,499,900","4 bds3 ba2,766 sqft- House for sale"
"1403 Cobbler Ln, Oakville, ON L6M 3C1","C$1,099,900","4 bds3 ba2,590 sqft- House for sale"
"11 Bronte Rd #425, Oakville, ON L6L 0E1","C$729,900",1 bd2 ba779 sqft- Condo for sale
"3500 Lakeshore Rd W #705, Oakville, ON L6L 0B4","C$999,800","2 bds2 ba1,010 sqft- Condo for sale"
"69 Dunn St, Oakville, ON L6J 3C5","C$2,899,000",4 bds3 ba- House for sale
"374 Seaton Dr, Oakville, ON L6L 3Y1","C$3,888,000","5 bds7 ba6,521 sqft- House for sale"
"481 Carlton Dr, Oakville, ON L6J 5X2","C$1,599,000","4 bds3 ba3,113 sqft- House for sale"
"1226 Winterbourne Dr, Oakville, ON L6J 7G3","C$1,250,000","4 bds3 ba3,717 sqft- House for sale"
"2424 Yolanda Dr, Oakville, ON L6L 2H8","C$1,425,000","4 bds2 ba1,877 sqft- House for sale"
"2088 Lakeshore Rd W #12, Oakville, ON L6L 1G8","C$624,999",3 bds2 ba- Townhouse for sale
"2400 Neyagawa Blvd #17, Oakville, ON L6H 7P5","C$1,999,000","3 bds4 ba3,374 sqft- Townhouse for sale"
"461 Jeanette Dr, Oakville, ON L6K 1M7","C$3,079,000","5 bds5 ba4,777 sqft- House for sale"
"273 Watson Ave, Oakville, ON L6J 3V3","C$3,595,000","3 bds3 ba5,515 sqft- House for sale"
"358 River Glen Blvd, Oakville, ON L6H 5X6","C$1,599,900",4 bds4 ba- House for sale
"3028 Creekshore Cmn #114, Oakville, ON L6M 5K6","C$699,999",2 bds2 ba948 sqft- Condo for sale
"1097 Birchview Ave, Oakville, ON L6J 2C5","C$4,490,000","4 bds6 ba6,399 sqft- House for sale"
"2506 Trevor Dr, Oakville, ON L6L 5C6","C$1,299,000","5 bds4 ba2,625 sqft- House for sale"
"1347 Saddler Cir, Oakville, ON L6M 2X6","C$1,599,900","5 bds3 ba3,877 sqft- House for sale"
"2171 Fiddlers Way #5, Oakville, ON L6M 0R9","C$899,900","3 bds3 ba1,776 sqft- Townhouse for sale"
"2384 Parkglen Ave, Oakville, ON L6M 4Y5","C$1,799,900",5 bds5 ba- House for sale
"2399 Ventura Dr, Oakville, ON L6L 2H5","C$1,288,800",4 bds3 ba- House for sale
"3500 Lakeshore Rd W #815, Oakville, ON L6L 0B4","C$1,498,000","2 bds3 ba1,455 sqft- Condo for sale"
"2305 Falling Green Dr, Oakville, ON L6M 5A4","C$1,399,900","5 bds4 ba3,501 sqft- New construction"
"1153 Bridlewood Trl, Oakville, ON L6M 2L2","C$1,190,000",4 bds4 ba- House for sale
"195 Romain Cres, Oakville, ON L6H 5A5","C$1,219,000","4 bds3 ba2,932 sqft- House for sale"
"Coming Soon Plan, Upper Joshua Creek",$--,-- bds-- ba- New construction
"1454 Sprucewood Ter, Oakville, ON L6M 2R1","C$1,799,990",4 bds5 ba- House for sale
"2480 Post Rd #31, Oakville, ON L6H 0K1","C$599,900",2 bds2 ba946 sqft- Townhouse for sale
"73 Washington Ave #404, Oakville, ON L6K 1W5","C$450,000",1 bd1 ba- Condo for sale
"2450 Shadow Ct, Oakville, ON L6M 5G6","C$1,120,000","3 bds4 ba2,303 sqft- Townhouse for sale"
"328 John Cramp Path, Oakville, ON L6M 1P9","C$1,349,990",4 bds5 ba- House for sale
"2395 Deer Run Ave, Oakville, ON L6J 6K7","C$1,899,000","5 bds4 ba2,489 sqft- House for sale"
"491 Wildwood Dr, Oakville, ON L6K 1V1","C$1,299,000","4 bds3 ba2,768 sqft- House for sale"
"38 Walker St, Oakville, ON L6K 1A3","C$3,799,000","3 bds3 ba3,355 sqft- Townhouse for sale"
"3328 Erasmum St, Oakville, ON L6M 1S3","C$1,098,900","4 bds4 ba1,952 sqft- Townhouse for sale"
"11 Head St, Oakville, ON L6K 1L3","C$1,899,000","4 bds4 ba3,054 sqft- House for sale"
"2064 Schoolmaster Cir, Oakville, ON L6M 3A1","C$1,998,900",6 bds4 ba- House for sale
"1903 Pilgrims Way #205, Oakville, ON L6M 2X1","C$859,000","2 bds2 ba1,449 sqft- Condo for sale"
"2783 Guilford Cres, Oakville, ON L6J 6Z4","C$1,500,000","6 bds4 ba2,884 sqft- House for sale"
"127 Chisholm St, Oakville, ON L6K 3J1","C$1,649,900",4 bds4 ba- House for sale
"2151 Peachtree Ln, Oakville, ON L6M 3W8","C$1,187,500",3 bds3 ba- House for sale
"2326 Sovereign St, Oakville, ON L6L 1L6","C$2,625,000","4 bds6 ba4,100 sqft- House for sale"
"1071 Queens Ave, Oakville, ON L6H 2R5","C$569,900","2 bds2 ba1,100 sqft- Condo for sale"
"1135 Mccraney St E #3, Oakville, ON L6H 3A3","C$739,000","3 bds3 ba1,357 sqft- Townhouse for sale"
"1219 Holton Heights Dr, Oakville, ON L6H 2E8","C$1,199,000","3 bds2 ba1,936 sqft- House for sale"
"371 Athabasca Cmn, Oakville, ON L6H 0R5","C$1,149,900","3 bds4 ba2,155 sqft- Townhouse for sale"
"2486 Old Bronte Rd #204, Oakville, ON L6M 0Y4","C$599,900",1 bd1 ba601 sqft- Condo for sale
"1351 Brookstar Dr, Oakville, ON L6M 3W1","C$899,000",3 bds3 ba- House for sale
"2586 Wynten Way, Oakville, ON L6J 7K3","C$1,499,888","5 bds4 ba2,533 sqft- House for sale"
"1112 Montgomery Dr, Oakville, ON L6M 1G1","C$899,000",3 bds3 ba- House for sale
"2071 Granby Dr, Oakville, ON L6H 3Y4","C$1,399,000",4 bds4 ba- House for sale
"1095 Old Oak Dr, Oakville, ON L6M 3K4","C$1,260,000",4 bds3 ba- House for sale
"574 Wingrove Cres, Oakville, ON L6L 4R6","C$999,000",3 bds2 ba- House for sale
"3113 Millicent Ave, Oakville, ON L6H 0V2","C$1,798,000","4 bds4 ba2,963 sqft- House for sale"
"495 George Ryan Ave, Oakville, ON L6H 0S5","C$1,169,000","4 bds3 ba2,079 sqft- House for sale"
"2361 Parkhaven Blvd #4, Oakville, ON L6H 7S7","C$739,900",2 bds3 ba- Townhouse for sale
"187 Gatwick Dr, Oakville, ON L6H 6T6","C$999,000","3 bds3 ba2,008 sqft- New construction"
"2761 Huntingdon Trl, Oakville, ON L6J 7G6","C$925,000",3 bds3 ba- House for sale
"2490 Postmaster Dr, Oakville, ON L6M 5A8","C$849,900",3 bds3 ba- Townhouse for sale
